,Name,Time,Date,DataPoint1,DataPoint2,Moving_Avg,Noise,Average100
367,Thomas,3:02:00,6/22/15,26.0,26,54.94,-28.94,54.94
368,Thomas,3:02:00,6/22/15,52.0,52,54.92,-2.92,54.92
369,Thomas,3:03:00,6/22/15,3.0,3,54.25,-51.25,54.25
370,Thomas,3:03:00,6/22/15,66.0,66,54.14,11.86,54.14
371,Thomas,3:03:00,6/22/15,87.0,87,54.52,32.48,54.52
372,Thomas,3:04:00,6/22/15,12.0,12,53.8,-41.8,53.8
373,Thomas,3:04:00,6/22/15,100.0,100,54.74,45.26,54.74
374,Thomas,3:04:00,6/22/15,93.0,93,55.4,37.6,55.4
375,Thomas,3:05:00,6/22/15,18.0,18,54.84,-36.84,54.84
376,Thomas,3:05:00,6/22/15,58.0,58,54.51,3.49,54.51
377,Thomas,3:05:00,6/22/15,65.0,65,54.17,10.83,54.17
378,Thomas,3:06:00,6/22/15,90.0,90,54.94,35.06,54.94
379,Thomas,3:06:00,6/22/15,30.0,30,54.24,-24.24,54.24
380,Thomas,3:06:00,6/22/15,73.0,73,54.22,18.78,54.22
381,Thomas,3:07:00,6/22/15,23.0,23,54.15,-31.15,54.15
382,Thomas,3:07:00,6/22/15,21.0,21,54.3,-33.3,54.3
383,Thomas,3:07:00,6/22/15,98.0,98,54.82,43.18,54.82
384,Thomas,3:08:00,6/22/15,73.0,73,54.63,18.37,54.63
385,Thomas,3:08:00,6/22/15,92.0,92,55.27,36.73,55.27
386,Thomas,3:08:00,6/22/15,30.0,30,54.7,-24.7,54.7
387,Thomas,3:09:00,6/22/15,54.0,54,54.39,-0.39,54.39
388,Thomas,3:09:00,6/22/15,27.0,27,54.48,-27.48,54.48
389,Thomas,3:09:00,6/22/15,79.0,79,55.07,23.93,55.07
390,Thomas,3:10:00,6/22/15,87.0,87,55.49,31.51,55.49
391,Thomas,3:10:00,6/22/15,95.0,95,55.61,39.39,55.61
392,Thomas,3:10:00,6/22/15,91.0,91,55.57,35.43,55.57
393,Thomas,3:11:00,6/22/15,26.0,26,55.02,-29.02,55.02
394,Thomas,3:11:00,6/22/15,22.0,22,55.16,-33.16,55.16
395,Thomas,3:11:00,6/22/15,57.0,57,54.89,2.11,54.89
396,Thomas,3:12:00,6/22/15,8.0,8,54.74,-46.74,54.74
397,Thomas,3:12:00,6/22/15,14.0,14,54.21,-40.21,54.21
398,Thomas,3:12:00,6/22/15,89.0,89,54.57,34.43,54.57
399,Thomas,3:13:00,6/22/15,63.0,63,55.01,7.99,55.01
400,Thomas,3:13:00,6/22/15,63.0,63,54.92,8.08,54.92
401,Thomas,3:13:00,6/22/15,76.0,76,55.38,20.62,55.38
402,Thomas,3:14:00,6/22/15,30.0,30,55.01,-25.01,55.01
403,Thomas,3:14:00,6/22/15,80.0,80,55.53,24.47,55.53
404,Thomas,3:14:00,6/22/15,47.0,47,55.28,-8.28,55.28
405,Thomas,3:15:00,6/22/15,95.0,95,56.11,38.89,56.11
406,Thomas,3:15:00,6/22/15,8.0,8,55.9,-47.9,55.9
407,Thomas,3:15:00,6/22/15,28.0,28,56.11,-28.11,56.11
408,Thomas,3:16:00,6/22/15,14.0,14,55.77,-41.77,55.77
409,Thomas,3:16:00,6/22/15,54.0,54,55.56,-1.56,55.56
410,Thomas,3:16:00,6/22/15,98.0,98,55.66,42.34,55.66
411,Thomas,3:17:00,6/22/15,49.0,49,55.31,-6.31,55.31
412,Thomas,3:17:00,6/22/15,41.0,41,55.04,-14.04,55.04
413,Thomas,3:17:00,6/22/15,80.0,80,55.19,24.81,55.19
414,Thomas,3:18:00,6/22/15,64.0,64,55.56,8.44,55.56
415,Thomas,3:18:00,6/22/15,96.0,96,56.3,39.7,56.3
416,Thomas,3:18:00,6/22/15,29.0,29,55.96,-26.96,55.96
417,Thomas,3:19:00,6/22/15,63.0,63,55.69,7.31,55.69
418,Thomas,3:19:00,6/22/15,19.0,19,55.39,-36.39,55.39
419,Thomas,3:19:00,6/22/15,2.0,2,54.6,-52.6,54.6
420,Thomas,3:20:00,6/22/15,49.0,49,54.34,-5.34,54.34
421,Thomas,3:20:00,6/22/15,88.0,88,54.79,33.21,54.79
422,Thomas,3:20:00,6/22/15,20.0,20,54.01,-34.01,54.01
423,Thomas,3:21:00,6/22/15,20.0,20,53.78,-33.78,53.78
424,Thomas,3:21:00,6/22/15,5.0,5,53.68,-48.68,53.68
425,Thomas,3:21:00,6/22/15,24.0,24,53.78,-29.78,53.78
426,Thomas,3:22:00,6/22/15,49.0,49,54.12,-5.12,54.12
427,Thomas,3:22:00,6/22/15,93.0,93,54.38,38.62,54.38
428,Thomas,3:22:00,6/22/15,59.0,59,54.86,4.14,54.86
429,Thomas,3:23:00,6/22/15,68.0,68,54.76,13.24,54.76
430,Thomas,3:23:00,6/22/15,29.0,29,54.11,-25.11,54.11
431,Thomas,3:23:00,6/22/15,77.0,77,54.6,22.4,54.6
432,Thomas,3:24:00,6/22/15,21.0,21,54.05,-33.05,54.05
433,Thomas,3:24:00,6/22/15,16.0,16,53.33,-37.33,53.33
434,Thomas,3:24:00,6/22/15,15.0,15,53.01,-38.01,53.01
435,Thomas,3:25:00,6/22/15,8.0,8,52.26,-44.26,52.26
436,Thomas,3:25:00,6/22/15,83.0,83,53.04,29.96,53.04
437,Thomas,3:25:00,6/22/15,85.0,85,53.27,31.73,53.27
438,Thomas,3:26:00,6/22/15,42.0,42,53.48,-11.48,53.48
439,Thomas,3:26:00,6/22/15,75.0,75,53.38,21.62,53.38
440,Thomas,3:26:00,6/22/15,58.0,58,53.82,4.18,53.82
441,Thomas,3:27:00,6/22/15,3.0,3,52.95,-49.95,52.95
442,Thomas,3:27:00,6/22/15,31.0,31,53.16,-22.16,53.16
443,Thomas,3:27:00,6/22/15,83.0,83,52.99,30.01,52.99
444,Thomas,3:28:00,6/22/15,25.0,25,53.19,-28.19,53.19
445,Thomas,3:28:00,6/22/15,50.0,50,53.22,-3.22,53.22
446,Thomas,3:28:00,6/22/15,5.0,5,52.43,-47.43,52.43
447,Thomas,3:29:00,6/22/15,11.0,11,51.63,-40.63,51.63
448,Thomas,3:29:00,6/22/15,97.0,97,51.75,45.25,51.75
449,Thomas,3:29:00,6/22/15,9.0,9,51.13,-42.13,51.13
450,Thomas,3:30:00,6/22/15,79.0,79,51.68,27.32,51.68
451,Thomas,3:30:00,6/22/15,74.0,74,51.59,22.41,51.59
452,Thomas,3:30:00,6/22/15,9.0,9,50.8,-41.8,50.8
453,Thomas,3:31:00,6/22/15,79.0,79,51.53,27.47,51.53
454,Thomas,3:31:00,6/22/15,61.0,61,51.6,9.4,51.6
455,Thomas,3:31:00,6/22/15,92.0,92,51.6,40.4,51.6
456,Thomas,3:32:00,6/22/15,22.0,22,50.9,-28.9,50.9
457,Thomas,3:32:00,6/22/15,14.0,14,50.12,-36.12,50.12
458,Thomas,3:32:00,6/22/15,44.0,44,50.42,-6.42,50.42
459,Thomas,3:33:00,6/22/15,2.0,2,50.09,-48.09,50.09
460,Thomas,3:33:00,6/22/15,85.0,85,50.77,34.23,50.77
461,Thomas,3:33:00,6/22/15,10.0,10,50.01,-40.01,50.01
462,Thomas,3:34:00,6/22/15,8.0,8,49.21,-41.21,49.21
463,Thomas,3:34:00,6/22/15,52.0,52,48.83,3.17,48.83
464,Thomas,3:34:00,6/22/15,7.0,7,48.8,-41.8,48.8
465,Thomas,3:35:00,6/22/15,95.0,95,49.14,45.86,49.14
466,Thomas,3:35:00,6/22/15,20.0,20,49.09,-29.09,49.09
467,Thomas,3:35:00,6/22/15,31.0,31,49.14,-18.14,49.14
468,Thomas,3:36:00,6/22/15,88.0,88,49.5,38.5,49.5
469,Thomas,3:36:00,6/22/15,34.0,34,49.81,-15.81,49.81
470,Thomas,3:36:00,6/22/15,21.0,21,49.36,-28.36,49.36
471,Thomas,3:37:00,6/22/15,5.0,5,48.54,-43.54,48.54
472,Thomas,3:37:00,6/22/15,68.0,68,49.1,18.9,49.1
473,Thomas,3:37:00,6/22/15,2.0,2,48.12,-46.12,48.12
474,Thomas,3:38:00,6/22/15,64.0,64,47.83,16.17,47.83
475,Thomas,3:38:00,6/22/15,86.0,86,48.51,37.49,48.51
476,Thomas,3:38:00,6/22/15,23.0,23,48.16,-25.16,48.16
477,Thomas,3:39:00,6/22/15,49.0,49,48.0,1.0,48.0
478,Thomas,3:39:00,6/22/15,85.0,85,47.95,37.05,47.95
479,Thomas,3:39:00,6/22/15,99.0,99,48.64,50.36,48.64
480,Thomas,3:40:00,6/22/15,61.0,61,48.52,12.48,48.52
481,Thomas,3:40:00,6/22/15,4.0,4,48.33,-44.33,48.33
482,Thomas,3:40:00,6/22/15,75.0,75,48.87,26.13,48.87
483,Thomas,3:41:00,6/22/15,61.0,61,48.5,12.5,48.5
484,Thomas,3:41:00,6/22/15,60.0,60,48.37,11.63,48.37
485,Thomas,3:41:00,6/22/15,92.0,92,48.37,43.63,48.37
486,Thomas,3:42:00,6/22/15,8.0,8,48.15,-40.15,48.15
487,Thomas,3:42:00,6/22/15,32.0,32,47.93,-15.93,47.93
488,Thomas,3:42:00,6/22/15,67.0,67,48.33,18.67,48.33
489,Thomas,3:43:00,6/22/15,64.0,64,48.18,15.82,48.18
490,Thomas,3:43:00,6/22/15,63.0,63,47.94,15.06,47.94
491,Thomas,3:43:00,6/22/15,27.0,27,47.26,-20.26,47.26
492,Thomas,3:44:00,6/22/15,22.0,22,46.57,-24.57,46.57
493,Thomas,3:44:00,6/22/15,95.0,95,47.26,47.74,47.26
494,Thomas,3:44:00,6/22/15,40.0,40,47.44,-7.44,47.44
495,Thomas,3:45:00,6/22/15,99.0,99,47.86,51.14,47.86
496,Thomas,3:45:00,6/22/15,44.0,44,48.22,-4.22,48.22
497,Thomas,3:45:00,6/22/15,87.0,87,48.95,38.05,48.95
498,Thomas,3:46:00,6/22/15,34.0,34,48.4,-14.4,48.4
499,Thomas,3:46:00,6/22/15,14.0,14,47.91,-33.91,47.91
500,Thomas,3:46:00,6/22/15,47.0,47,47.75,-0.75,47.75
501,Thomas,3:47:00,6/22/15,46.0,46,47.45,-1.45,47.45
502,Thomas,3:47:00,6/22/15,73.0,73,47.88,25.12,47.88
503,Thomas,3:47:00,6/22/15,86.0,86,47.94,38.06,47.94
504,Thomas,3:48:00,6/22/15,17.0,17,47.64,-30.64,47.64
505,Thomas,3:48:00,6/22/15,61.0,61,47.3,13.7,47.3
506,Thomas,3:48:00,6/22/15,30.0,30,47.52,-17.52,47.52
507,Thomas,3:49:00,6/22/15,22.0,22,47.46,-25.46,47.46
508,Thomas,3:49:00,6/22/15,50.0,50,47.82,2.18,47.82
509,Thomas,3:49:00,6/22/15,84.0,84,48.12,35.88,48.12
510,Thomas,3:50:00,6/22/15,40.0,40,47.54,-7.54,47.54
511,Thomas,3:50:00,6/22/15,92.0,92,47.97,44.03,47.97
512,Thomas,3:50:00,6/22/15,13.0,13,47.69,-34.69,47.69
513,Thomas,3:51:00,6/22/15,37.0,37,47.26,-10.26,47.26
514,Thomas,3:51:00,6/22/15,81.0,81,47.43,33.57,47.43
515,Thomas,3:51:00,6/22/15,17.0,17,46.64,-29.64,46.64
516,Thomas,3:52:00,6/22/15,16.0,16,46.51,-30.51,46.51
517,Thomas,3:52:00,6/22/15,18.0,18,46.06,-28.06,46.06
518,Thomas,3:52:00,6/22/15,31.0,31,46.18,-15.18,46.18
519,Thomas,3:53:00,6/22/15,50.0,50,46.66,3.34,46.66
520,Thomas,3:53:00,6/22/15,32.0,32,46.49,-14.49,46.49
521,Thomas,3:53:00,6/22/15,98.0,98,46.59,51.41,46.59
522,Thomas,3:54:00,6/22/15,96.0,96,47.35,48.65,47.35
523,Thomas,3:54:00,6/22/15,26.0,26,47.41,-21.41,47.41
524,Thomas,3:54:00,6/22/15,41.0,41,47.77,-6.77,47.77
525,Thomas,3:55:00,6/22/15,26.0,26,47.79,-21.79,47.79
526,Thomas,3:55:00,6/22/15,9.0,9,47.39,-38.39,47.39
527,Thomas,3:55:00,6/22/15,28.0,28,46.74,-18.74,46.74
528,Thomas,3:56:00,6/22/15,65.0,65,46.8,18.2,46.8
529,Thomas,3:56:00,6/22/15,33.0,33,46.45,-13.45,46.45
530,Thomas,3:56:00,6/22/15,99.0,99,47.15,51.85,47.15
531,Thomas,3:57:00,6/22/15,87.0,87,47.25,39.75,47.25
532,Thomas,3:57:00,6/22/15,73.0,73,47.77,25.23,47.77
533,Thomas,3:57:00,6/22/15,72.0,72,48.33,23.67,48.33
534,Thomas,3:58:00,6/22/15,97.0,97,49.15,47.85,49.15
535,Thomas,3:58:00,6/22/15,74.0,74,49.81,24.19,49.81
536,Thomas,3:58:00,6/22/15,12.0,12,49.1,-37.1,49.1
537,Thomas,3:59:00,6/22/15,5.0,5,48.3,-43.3,48.3
538,Thomas,3:59:00,6/22/15,16.0,16,48.04,-32.04,48.04
539,Thomas,3:59:00,6/22/15,36.0,36,47.65,-11.65,47.65
540,Thomas,4:00:00,6/22/15,59.0,59,47.66,11.34,47.66
541,Thomas,4:00:00,6/22/15,49.0,49,48.12,0.88,48.12
542,Thomas,4:00:00,6/22/15,8.0,8,47.89,-39.89,47.89
543,Thomas,4:01:00,6/22/15,96.0,96,48.02,47.98,48.02
544,Thomas,4:01:00,6/22/15,29.0,29,48.06,-19.06,48.06
545,Thomas,4:01:00,6/22/15,13.0,13,47.69,-34.69,47.69
546,Thomas,4:02:00,6/22/15,57.0,57,48.21,8.79,48.21
547,Thomas,4:02:00,6/22/15,33.0,33,48.43,-15.43,48.43
548,Thomas,4:02:00,6/22/15,20.0,20,47.66,-27.66,47.66
549,Thomas,4:03:00,6/22/15,94.0,94,48.51,45.49,48.51
550,Thomas,4:03:00,6/22/15,25.0,25,47.97,-22.97,47.97
551,Thomas,4:03:00,6/22/15,56.0,56,47.79,8.21,47.79
552,Thomas,4:04:00,6/22/15,20.0,20,47.9,-27.9,47.9
553,Thomas,4:04:00,6/22/15,72.0,72,47.83,24.17,47.83
554,Thomas,4:04:00,6/22/15,66.0,66,47.88,18.12,47.88
555,Thomas,4:05:00,6/22/15,12.0,12,47.08,-35.08,47.08
556,Thomas,4:05:00,6/22/15,12.0,12,46.98,-34.98,46.98
557,Thomas,4:05:00,6/22/15,3.0,3,46.87,-43.87,46.87
558,Thomas,4:06:00,6/22/15,58.0,58,47.01,10.99,47.01
559,Thomas,4:06:00,6/22/15,24.0,24,47.23,-23.23,47.23
560,Thomas,4:06:00,6/22/15,70.0,70,47.08,22.92,47.08
561,Thomas,4:07:00,6/22/15,91.0,91,47.89,43.11,47.89
562,Thomas,4:07:00,6/22/15,97.0,97,48.78,48.22,48.78
563,Thomas,4:07:00,6/22/15,8.0,8,48.34,-40.34,48.34
564,Thomas,4:08:00,6/22/15,86.0,86,49.13,36.87,49.13
565,Thomas,4:08:00,6/22/15,12.0,12,48.3,-36.3,48.3
566,Thomas,4:08:00,6/22/15,4.0,4,48.14,-44.14,48.14
567,Thomas,4:09:00,6/22/15,78.0,78,48.61,29.39,48.61
568,Thomas,4:09:00,6/22/15,69.0,69,48.42,20.58,48.42
569,Thomas,4:09:00,6/22/15,90.0,90,48.98,41.02,48.98
570,Thomas,4:10:00,6/22/15,90.0,90,49.67,40.33,49.67
571,Thomas,4:10:00,6/22/15,9.0,9,49.71,-40.71,49.71
572,Thomas,4:10:00,6/22/15,49.0,49,49.52,-0.52,49.52
573,Thomas,4:11:00,6/22/15,19.0,19,49.69,-30.69,49.69
574,Thomas,4:11:00,6/22/15,86.0,86,49.91,36.09,49.91
575,Thomas,4:11:00,6/22/15,60.0,60,49.65,10.35,49.65
576,Thomas,4:12:00,6/22/15,12.0,12,49.54,-37.54,49.54
577,Thomas,4:12:00,6/22/15,58.0,58,49.63,8.37,49.63
578,Thomas,4:12:00,6/22/15,34.0,34,49.12,-15.12,49.12
579,Thomas,4:13:00,6/22/15,54.0,54,48.67,5.33,48.67
580,Thomas,4:13:00,6/22/15,23.0,23,48.29,-25.29,48.29
581,Thomas,4:13:00,6/22/15,81.0,81,49.06,31.94,49.06
582,Thomas,4:14:00,6/22/15,88.0,88,49.19,38.81,49.19
583,Thomas,4:14:00,6/22/15,25.0,25,48.83,-23.83,48.83
584,Thomas,4:14:00,6/22/15,96.0,96,49.19,46.81,49.19
585,Thomas,4:15:00,6/22/15,11.0,11,48.38,-37.38,48.38
586,Thomas,4:15:00,6/22/15,49.0,49,48.79,0.21,48.79
587,Thomas,4:15:00,6/22/15,60.0,60,49.07,10.93,49.07
588,Thomas,4:16:00,6/22/15,88.0,88,49.28,38.72,49.28
589,Thomas,4:16:00,6/22/15,8.0,8,48.72,-40.72,48.72
590,Thomas,4:16:00,6/22/15,28.0,28,48.37,-20.37,48.37
591,Thomas,4:17:00,6/22/15,44.0,44,48.54,-4.54,48.54
592,Thomas,4:17:00,6/22/15,51.0,51,48.83,2.17,48.83
593,Thomas,4:17:00,6/22/15,95.0,95,48.83,46.17,48.83
594,Thomas,4:18:00,6/22/15,31.0,31,48.74,-17.74,48.74
595,Thomas,4:18:00,6/22/15,63.0,63,48.38,14.62,48.38
596,Thomas,4:18:00,6/22/15,43.0,43,48.37,-5.37,48.37
597,Thomas,4:19:00,6/22/15,27.0,27,47.77,-20.77,47.77
598,Thomas,4:19:00,6/22/15,39.0,39,47.82,-8.82,47.82
599,Thomas,4:19:00,6/22/15,87.0,87,48.55,38.45,48.55
600,Thomas,4:20:00,6/22/15,11.0,11,48.19,-37.19,48.19
601,Thomas,4:20:00,6/22/15,49.0,49,48.22,0.78,48.22
602,Thomas,4:20:00,6/22/15,27.0,27,47.76,-20.76,47.76
603,Thomas,4:21:00,6/22/15,5.0,5,46.95,-41.95,46.95
604,Thomas,4:21:00,6/22/15,31.0,31,47.09,-16.09,47.09
605,Thomas,4:21:00,6/22/15,40.0,40,46.88,-6.88,46.88
606,Thomas,4:22:00,6/22/15,93.0,93,47.51,45.49,47.51
607,Thomas,4:22:00,6/22/15,27.0,27,47.56,-20.56,47.56
608,Thomas,4:22:00,6/22/15,58.0,58,47.64,10.36,47.64
609,Thomas,4:23:00,6/22/15,61.0,61,47.41,13.59,47.41
610,Thomas,4:23:00,6/22/15,16.0,16,47.17,-31.17,47.17
611,Thomas,4:23:00,6/22/15,16.0,16,46.41,-30.41,46.41
612,Thomas,4:24:00,6/22/15,55.0,55,46.83,8.17,46.83
613,Thomas,4:24:00,6/22/15,48.0,48,46.94,1.06,46.94
614,Thomas,4:24:00,6/22/15,34.0,34,46.47,-12.47,46.47
615,Thomas,4:25:00,6/22/15,34.0,34,46.64,-12.64,46.64
616,Thomas,4:25:00,6/22/15,51.0,51,46.99,4.01,46.99
617,Thomas,4:25:00,6/22/15,48.0,48,47.29,0.71,47.29
618,Thomas,4:26:00,6/22/15,2.0,2,47.0,-45.0,47.0
619,Thomas,4:26:00,6/22/15,46.0,46,46.96,-0.96,46.96
620,Thomas,4:26:00,6/22/15,68.0,68,47.32,20.68,47.32
621,Thomas,4:27:00,6/22/15,57.0,57,46.91,10.09,46.91
622,Thomas,4:27:00,6/22/15,34.0,34,46.29,-12.29,46.29
623,Thomas,4:27:00,6/22/15,70.0,70,46.73,23.27,46.73
624,Thomas,4:28:00,6/22/15,57.0,57,46.89,10.11,46.89
625,Thomas,4:28:00,6/22/15,27.0,27,46.9,-19.9,46.9
626,Thomas,4:28:00,6/22/15,65.0,65,47.46,17.54,47.46
627,Thomas,4:29:00,6/22/15,55.0,55,47.73,7.27,47.73
628,Thomas,4:29:00,6/22/15,65.0,65,47.73,17.27,47.73
629,Thomas,4:29:00,6/22/15,52.0,52,47.92,4.08,47.92
630,Thomas,4:30:00,6/22/15,1.0,1,46.94,-45.94,46.94
631,Thomas,4:30:00,6/22/15,79.0,79,46.86,32.14,46.86
632,Thomas,4:30:00,6/22/15,79.0,79,46.92,32.08,46.92
633,Thomas,4:31:00,6/22/15,51.0,51,46.71,4.29,46.71
634,Thomas,4:31:00,6/22/15,71.0,71,46.45,24.55,46.45
635,Thomas,4:31:00,6/22/15,1.0,1,45.72,-44.72,45.72
636,Thomas,4:32:00,6/22/15,95.0,95,46.55,48.45,46.55
637,Thomas,4:32:00,6/22/15,17.0,17,46.67,-29.67,46.67
638,Thomas,4:32:00,6/22/15,63.0,63,47.14,15.86,47.14
639,Thomas,4:33:00,6/22/15,89.0,89,47.67,41.33,47.67
640,Thomas,4:33:00,6/22/15,56.0,56,47.64,8.36,47.64
641,Thomas,4:33:00,6/22/15,90.0,90,48.05,41.95,48.05
642,Thomas,4:34:00,6/22/15,28.0,28,48.25,-20.25,48.25
643,Thomas,4:34:00,6/22/15,31.0,31,47.6,-16.6,47.6
644,Thomas,4:34:00,6/22/15,18.0,18,47.49,-29.49,47.49
645,Thomas,4:35:00,6/22/15,90.0,90,48.26,41.74,48.26
646,Thomas,4:35:00,6/22/15,92.0,92,48.61,43.39,48.61
647,Thomas,4:35:00,6/22/15,87.0,87,49.15,37.85,49.15
648,Thomas,4:36:00,6/22/15,8.0,8,49.03,-41.03,49.03
649,Thomas,4:36:00,6/22/15,75.0,75,48.84,26.16,48.84
650,Thomas,4:36:00,6/22/15,63.0,63,49.22,13.78,49.22
651,Thomas,4:37:00,6/22/15,79.0,79,49.45,29.55,49.45
652,Thomas,4:37:00,6/22/15,72.0,72,49.97,22.03,49.97
653,Thomas,4:37:00,6/22/15,53.0,53,49.78,3.22,49.78
654,Thomas,4:38:00,6/22/15,9.0,9,49.21,-40.21,49.21
655,Thomas,4:38:00,6/22/15,84.0,84,49.93,34.07,49.93
656,Thomas,4:38:00,6/22/15,98.0,98,50.79,47.21,50.79
657,Thomas,4:39:00,6/22/15,66.0,66,51.42,14.58,51.42
658,Thomas,4:39:00,6/22/15,44.0,44,51.28,-7.28,51.28
659,Thomas,4:39:00,6/22/15,90.0,90,51.94,38.06,51.94
660,Thomas,4:40:00,6/22/15,81.0,81,52.05,28.95,52.05
661,Thomas,4:40:00,6/22/15,29.0,29,51.43,-22.43,51.43
662,Thomas,4:40:00,6/22/15,73.0,73,51.19,21.81,51.19
663,Thomas,4:41:00,6/22/15,50.0,50,51.61,-1.61,51.61
664,Thomas,4:41:00,6/22/15,40.0,40,51.15,-11.15,51.15
665,Thomas,4:41:00,6/22/15,50.0,50,51.53,-1.53,51.53
666,Thomas,4:42:00,6/22/15,62.0,62,52.11,9.89,52.11
667,Thomas,4:42:00,6/22/15,10.0,10,51.43,-41.43,51.43
668,Thomas,4:42:00,6/22/15,14.0,14,50.88,-36.88,50.88
669,Thomas,4:43:00,6/22/15,81.0,81,50.79,30.21,50.79
670,Thomas,4:43:00,6/22/15,61.0,61,50.5,10.5,50.5
671,Thomas,4:43:00,6/22/15,47.0,47,50.88,-3.88,50.88
672,Thomas,4:44:00,6/22/15,39.0,39,50.78,-11.78,50.78
673,Thomas,4:44:00,6/22/15,97.0,97,51.56,45.44,51.56
674,Thomas,4:44:00,6/22/15,57.0,57,51.27,5.73,51.27
675,Thomas,4:45:00,6/22/15,95.0,95,51.62,43.38,51.62
676,Thomas,4:45:00,6/22/15,23.0,23,51.73,-28.73,51.73
677,Thomas,4:45:00,6/22/15,9.0,9,51.24,-42.24,51.24
678,Thomas,4:46:00,6/22/15,74.0,74,51.64,22.36,51.64
679,Thomas,4:46:00,6/22/15,18.0,18,51.28,-33.28,51.28
680,Thomas,4:46:00,6/22/15,97.0,97,52.02,44.98,52.02
681,Thomas,4:47:00,6/22/15,96.0,96,52.17,43.83,52.17
682,Thomas,4:47:00,6/22/15,54.0,54,51.83,2.17,51.83
683,Thomas,4:47:00,6/22/15,5.0,5,51.63,-46.63,51.63
684,Thomas,4:48:00,6/22/15,88.0,88,51.55,36.45,51.55
685,Thomas,4:48:00,6/22/15,64.0,64,52.08,11.92,52.08
686,Thomas,4:48:00,6/22/15,29.0,29,51.88,-22.88,51.88
687,Thomas,4:49:00,6/22/15,41.0,41,51.69,-10.69,51.69
688,Thomas,4:49:00,6/22/15,42.0,42,51.23,-9.23,51.23
689,Thomas,4:49:00,6/22/15,45.0,45,51.6,-6.6,51.6
690,Thomas,4:50:00,6/22/15,68.0,68,52.0,16.0,52.0
691,Thomas,4:50:00,6/22/15,47.0,47,52.03,-5.03,52.03
692,Thomas,4:50:00,6/22/15,29.0,29,51.81,-22.81,51.81
693,Thomas,4:51:00,6/22/15,10.0,10,50.96,-40.96,50.96
694,Thomas,4:51:00,6/22/15,4.0,4,50.69,-46.69,50.69
695,Thomas,4:51:00,6/22/15,86.0,86,50.92,35.08,50.92
696,Thomas,4:52:00,6/22/15,29.0,29,50.78,-21.78,50.78
697,Thomas,4:52:00,6/22/15,33.0,33,50.84,-17.84,50.84
698,Thomas,4:52:00,6/22/15,67.0,67,51.12,15.88,51.12
699,Thomas,4:53:00,6/22/15,40.0,40,50.65,-10.65,50.65
700,Thomas,4:53:00,6/22/15,55.0,55,51.09,3.91,51.09
701,Thomas,4:53:00,6/22/15,24.0,24,50.84,-26.84,50.84
702,Thomas,4:54:00,6/22/15,42.0,42,50.99,-8.99,50.99
703,Thomas,4:54:00,6/22/15,90.0,90,51.84,38.16,51.84
704,Thomas,4:54:00,6/22/15,4.0,4,51.57,-47.57,51.57
705,Thomas,4:55:00,6/22/15,42.0,42,51.59,-9.59,51.59
706,Thomas,4:55:00,6/22/15,8.0,8,50.74,-42.74,50.74
707,Thomas,4:55:00,6/22/15,100.0,100,51.47,48.53,51.47
708,Thomas,4:56:00,6/22/15,1.0,1,50.9,-49.9,50.9
709,Thomas,4:56:00,6/22/15,97.0,97,51.26,45.74,51.26
710,Thomas,4:56:00,6/22/15,71.0,71,51.81,19.19,51.81
711,Thomas,4:57:00,6/22/15,7.0,7,51.72,-44.72,51.72
712,Thomas,4:57:00,6/22/15,49.0,49,51.66,-2.66,51.66
713,Thomas,4:57:00,6/22/15,57.0,57,51.75,5.25,51.75
714,Thomas,4:58:00,6/22/15,47.0,47,51.88,-4.88,51.88
715,Thomas,4:58:00,6/22/15,21.0,21,51.75,-30.75,51.75
716,Thomas,4:58:00,6/22/15,57.0,57,51.81,5.19,51.81
717,Thomas,4:59:00,6/22/15,4.0,4,51.37,-47.37,51.37
718,Thomas,4:59:00,6/22/15,61.0,61,51.96,9.04,51.96
719,Thomas,4:59:00,6/22/15,4.0,4,51.54,-47.54,51.54
720,Thomas,5:00:00,6/22/15,63.0,63,51.49,11.51,51.49
721,Thomas,5:00:00,6/22/15,61.0,61,51.53,9.47,51.53
722,Thomas,5:00:00,6/22/15,49.0,49,51.68,-2.68,51.68
723,Thomas,5:01:00,6/22/15,63.0,63,51.61,11.39,51.61
724,Thomas,5:01:00,6/22/15,42.0,42,51.46,-9.46,51.46
725,Thomas,5:01:00,6/22/15,86.0,86,52.05,33.95,52.05
726,Thomas,5:02:00,6/22/15,99.0,99,52.39,46.61,52.39
727,Thomas,5:02:00,6/22/15,21.0,21,52.05,-31.05,52.05
728,Thomas,5:02:00,6/22/15,4.0,4,51.44,-47.44,51.44
729,Thomas,5:03:00,6/22/15,7.0,7,50.99,-43.99,50.99
730,Thomas,5:03:00,6/22/15,12.0,12,51.1,-39.1,51.1
731,Thomas,5:03:00,6/22/15,87.0,87,51.18,35.82,51.18
732,Thomas,5:04:00,6/22/15,93.0,93,51.32,41.68,51.32
733,Thomas,5:04:00,6/22/15,91.0,91,51.72,39.28,51.72
734,Thomas,5:04:00,6/22/15,22.0,22,51.23,-29.23,51.23
735,Thomas,5:05:00,6/22/15,2.0,2,51.24,-49.24,51.24
736,Thomas,5:05:00,6/22/15,65.0,65,50.94,14.06,50.94
737,Thomas,5:05:00,6/22/15,56.0,56,51.33,4.67,51.33
738,Thomas,5:06:00,6/22/15,96.0,96,51.66,44.34,51.66
